symbol,name,current,chg,percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SH600252,中恒集团,2.62,+0.01,0.38%,0.02%,26663709,70059797.0,0.78%,153.65,0.382%,9042902369.0
SH603708,家家悦,10.7,+0.04,0.38%,-14.37%,1715730,18420494.0,0.28%,107.099,0.935%,6926503578.0
SH600848,上海临港,10.59,+0.04,0.38%,-9.65%,4366696,46505944.0,0.18%,27.444,1.889%,26713137372.0
SH603196,日播时尚,16.45,+0.06,0.37%,118.93%,4067903,66986798.0,1.71%,215.227,1.404%,3926296725.0
SH601968,宝钢包装,5.48,+0.02,0.37%,-15.28%,2705200,14887585.0,0.3%,23.952,2.208%,6209054674.0
SH603938,三孚股份,16.31,+0.06,0.37%,-33.24%,1633148,26796680.0,0.43%,11.372,1.202%,6240605546.0
SH603866,桃李面包,8.25,+0.03,0.36%,-33.81%,10062567,83266211.0,0.63%,21.654,4.036%,13197683029.0
SH600761,安徽合力,16.6,+0.06,0.36%,28.99%,13558273,225885651.0,1.83%,10.216,2.41%,12287381503.0
SH605108,同庆楼,28.61,+0.1,0.35%,-22.99%,845193,24328666.0,0.33%,34.111,0.262%,7438600000.0
SH603800,道森股份,28.92,+0.1,0.35%,8.4%,723530,20883090.0,0.35%,42.173,,6015360000.0
SH603389,亚振家居,5.75,+0.02,0.35%,10.79%,4340100,24955607.0,1.65%,,,1510824000.0
SH603610,麒盛科技,11.62,+0.04,0.35%,-3.57%,2009556,23422642.0,0.56%,83.698,2.685%,4165645097.0
SH600226,瀚叶股份,2.87,+0.01,0.35%,22.13%,17836404,51192759.0,0.57%,45.052,,8940524313.0
SH605338,巴比食品,20.85,+0.07,0.34%,-33.45%,821791,17154518.0,0.33%,27.983,1.535%,5214871688.0
SH603269,海鸥股份,14.65,+0.05,0.34%,68.87%,5276735,77568966.0,3.35%,30.828,1.222%,2307761936.0
SH603696,安记食品,9.18,+0.03,0.33%,-14.69%,2147000,19695727.0,0.91%,82.29,0.545%,2159136000.0
SH600117,*ST西钢,3.04,+0.01,0.33%,-2.25%,3887100,11929318.0,0.37%,,,3177159486.0
SH600561,江西长运,6.06,+0.02,0.33%,1.68%,11747400,71106962.0,4.13%,,0.215%,1723929408.0
SH600859,王府井,18.01,+0.06,0.33%,-35.7%,8537762,154616722.0,0.78%,61.566,0.555%,20442240613.0
SH600968,海油发展,3.13,+0.01,0.32%,11.7%,26745469,84089104.0,0.26%,11.702,2.716%,31816776143.0
SH600006,东风汽车,6.19,+0.02,0.32%,11.71%,76882011,475452699.0,3.84%,45.993,0.695%,12380000000.0
SH601228,广州港,3.09,+0.01,0.32%,-0.55%,13947500,43164326.0,0.21%,22.554,1.392%,23312601875.0
SH603329,上海雅仕,13.11,+0.04,0.31%,-17.33%,1563800,20491336.0,0.99%,,2.288%,2081293716.0
SH605336,帅丰电器,16.03,+0.05,0.31%,12.57%,921841,14733282.0,0.5%,13.143,4.348%,2949666675.0
SH601599,浙文影业,3.27,+0.01,0.31%,0.31%,12676500,41324065.0,1.42%,33.62,,3794973821.0
SH601377,兴业证券,6.47,+0.02,0.31%,14.94%,59570156,386358254.0,0.69%,18.264,4.791%,55874837792.0
SH605177,东亚药业,29.19,+0.09,0.31%,47.61%,2395001,70328767.0,4.26%,28.327,0.993%,3315984000.0
SH600563,法拉电子,89.33,+0.28,0.31%,-43.44%,1189412,106954746.0,0.53%,18.858,2.015%,20099250000.0
SH601567,三星医疗,16.95,+0.05,0.3%,29.27%,8176520,139289587.0,0.59%,13.788,2.065%,23934587703.0
SH601222,林洋能源,6.65,+0.02,0.3%,-20.77%,13924536,93267771.0,0.68%,13.334,2.677%,13700124887.0
SH603106,恒银科技,6.75,+0.02,0.3%,31.07%,13710080,92949945.0,2.63%,,,3513510000.0
SH600061,国投资本,6.74,+0.02,0.3%,6.83%,23083787,156073862.0,0.36%,15.665,1.365%,43306569733.0
SH600237,铜峰电子,6.95,+0.02,0.29%,9.28%,10028015,69869752.0,1.78%,55.407,,4320649277.0
SH600479,千金药业,10.42,+0.03,0.29%,11.97%,4742893,49506710.0,1.13%,14.64,3.359%,4473796959.0
SH605028,世茂能源,17.58,+0.05,0.29%,6.69%,991015,17450235.0,2.48%,13.774,2.844%,2812800000.0
SH603307,扬州金泉,47.4,+0.13,0.28%,53.88%,460500,21845780.0,2.75%,11.205,0.759%,3175800000.0
SH601006,大秦铁路,7.2,+0.02,0.28%,15.22%,37755449,271531297.0,0.25%,9.693,6.583%,110674035698.0
SH600685,中船防务,22.36,+0.06,0.27%,7.75%,4227501,94832407.0,0.51%,46.334,0.045%,31606002612.0
SH600690,海尔智家,22.14,+0.06,0.27%,-7.19%,24826312,550875132.0,0.39%,13.297,2.561%,208959863731.0
SH603227,雪峰科技,7.45,+0.02,0.27%,-8.48%,7611803,57133115.0,1.0%,10.667,2.013%,7984110533.0
SH600639,浦东金桥,11.22,+0.03,0.27%,5.28%,4651910,52472664.0,0.55%,5.892,4.456%,12593472659.0
SH603976,正川股份,19.55,+0.05,0.26%,-4.57%,589321,11509336.0,0.39%,50.875,0.307%,2955999862.0
SH603163,圣晖集成,35.06,+0.09,0.26%,52.01%,3719129,130335055.0,10.63%,25.647,1.854%,3506000000.0
SH600775,南京熊猫,7.81,+0.02,0.26%,-24.87%,5674300,44486028.0,0.84%,6232.135,0.179%,7137078911.0
SH600088,中视传媒,11.85,+0.03,0.25%,19.94%,2925635,34749089.0,0.74%,17.023,,4712820840.0
SH603041,美思德,11.95,+0.03,0.25%,7.81%,1844400,22067863.0,1.01%,24.086,1.172%,2188614919.0
SH603095,越剑智能,16.15,+0.04,0.25%,6.52%,1842060,29741866.0,1.0%,7.91,4.068%,2984520000.0
SH600538,国发股份,4.31,+0.01,0.23%,-4.65%,4310649,18638338.0,0.82%,137.864,,2259294880.0
SH603125,常青科技,30.07,+0.07,0.23%,16.09%,2428638,72970586.0,5.04%,27.595,0.299%,5789978500.0
SH603171,税友股份,30.61,+0.07,0.23%,-15.38%,1240838,38518464.0,1.37%,79.996,0.813%,12465294995.0
SH603367,辰欣药业,12.86,+0.03,0.23%,4.39%,2531900,32706317.0,0.56%,13.55,2.605%,5828846440.0
SH600780,通宝能源,8.86,+0.02,0.23%,38.01%,4179377,36971000.0,0.36%,12.802,,10158012354.0
SH603648,畅联股份,9.07,+0.02,0.22%,3.92%,2735771,24815489.0,0.75%,19.235,3.859%,3287084096.0
SH600389,江山股份,18.34,+0.04,0.22%,-39.27%,4429635,81512841.0,1.03%,19.735,12.017%,8133485006.0
SH601169,北京银行,4.5,+0.01,0.22%,11.86%,45456094,204548451.0,0.21%,3.742,6.889%,95143429224.0
SH600196,复星医药,27.22,+0.06,0.22%,-21.66%,9564494,261496685.0,0.45%,18.312,1.543%,72746217903.0
SH605268,王力安防,9.65,+0.02,0.21%,11.81%,1050600,10121935.0,1.41%,230.674,2.073%,4241922875.0
SH600498,烽火通信,19.07,+0.04,0.21%,45.99%,26685542,518408676.0,2.36%,52.291,0.577%,22627792395.0
SH601658,邮储银行,4.75,+0.01,0.21%,8.45%,120006378,569982049.0,0.18%,5.372,5.432%,471015111181.0
SH600521,华海药业,15.16,+0.03,0.2%,-29.73%,7456310,113300655.0,0.51%,19.233,1.583%,22474807879.0
SH600970,中材国际,10.03,+0.02,0.2%,20.61%,14375807,145967356.0,0.82%,11.353,2.991%,26502443753.0
SH603833,欧派家居,89.43,+0.18,0.2%,-25.07%,1991293,177562181.0,0.33%,19.437,1.98%,54476501904.0
SH600210,紫江企业,5.18,+0.01,0.19%,8.55%,7283000,37981776.0,0.48%,11.635,4.826%,7856693298.0
SH600387,ST海越,5.32,+0.01,0.19%,-24.86%,2389500,12754350.0,0.59%,53.07,0.977%,2490528548.0
SH601998,中信银行,5.57,+0.01,0.18%,18.24%,25157991,139737066.0,0.07%,4.155,5.907%,272745443364.0
SH601319,中国人保,5.51,+0.01,0.18%,8.39%,42899030,237160718.0,0.12%,9.375,3.013%,243674188112.0
SH600766,*ST园城,11.6,+0.02,0.17%,-23.58%,708400,8221917.0,0.32%,,,2601031135.0
SH600642,申能股份,5.95,+0.01,0.17%,11.09%,17130376,102513387.0,0.35%,13.805,2.689%,29211098302.0
SH600547,山东黄金,24.89,+0.04,0.16%,30.27%,14033732,349081444.0,0.39%,70.931,0.281%,111343660877.0
SH600830,香溢融通,6.18,+0.01,0.16%,-1.75%,5260944,32665488.0,1.16%,191.98,0.162%,2807714576.0
SH603016,新宏泰,19.77,+0.03,0.15%,5.72%,576800,11410864.0,0.39%,40.18,1.568%,2929123200.0
SH603829,洛凯股份,14.28,+0.02,0.14%,36.47%,1091400,15520295.0,0.68%,23.579,0.7%,2284800000.0
SH603043,广州酒家,20.83,+0.03,0.14%,-18.21%,1722310,35968622.0,0.3%,21.7,1.92%,11847495868.0
SH600757,长江传媒,7.22,+0.01,0.14%,30.84%,7679381,55391499.0,0.63%,11.243,4.432%,8762554971.0
SH603058,永吉股份,7.87,+0.01,0.13%,10.81%,3814300,30053223.0,0.92%,29.584,6.341%,3305166773.0
SH603260,合盛硅业,54.32,+0.07,0.13%,-33.69%,1999240,109161305.0,0.19%,18.964,1.62%,64217481035.0
SH603191,望变电气,14.88,+0.02,0.13%,-32.41%,2927270,43784614.0,1.59%,14.766,1.21%,4957531016.0
SH603363,傲农生物,8.01,+0.01,0.13%,-37.86%,13471030,108521552.0,1.83%,,,6977176358.0
SH603330,天洋新材,7.88,+0.01,0.13%,-40.71%,6483555,51602717.0,1.52%,,0.964%,3409468354.0
SH603270,金帝股份,30.16,+0.04,0.13%,38.54%,5150569,154498304.0,10.5%,47.332,,6608257077.0
SH601066,中信建投,24.34,+0.03,0.12%,3.55%,10567461,258467331.0,0.28%,25.395,1.109%,188797951359.0
SH600463,空港股份,8.58,+0.01,0.12%,-2.61%,2468202,21219677.0,0.82%,,,2574000000.0
SH605376,博迁新材,26.55,+0.03,0.11%,-42.25%,2835900,75589772.0,1.62%,100.728,1.13%,6945480000.0
SH603683,晶华新材,10.01,+0.01,0.1%,27.12%,1512428,15167653.0,0.7%,117.291,0.769%,2590500803.0
SH603168,莎普爱思,10.84,+0.01,0.09%,19.4%,40324841,441740467.0,12.5%,49.12,0.332%,4109028015.0
SH603324,盛剑环境,33.76,+0.03,0.09%,-3.31%,1173191,39452653.0,2.64%,29.078,0.474%,4209990160.0
SH601058,赛轮轮胎,11.63,+0.01,0.09%,17.7%,17737054,207388552.0,0.57%,21.827,1.264%,36286193746.0
SH603650,彤程新材,33.36,+0.03,0.09%,8.46%,8644005,286971971.0,1.46%,48.69,0.24%,19851301380.0
SH601233,桐昆股份,13.31,+0.01,0.08%,-7.89%,11629250,156150321.0,0.51%,,2.479%,32092000452.0
SH603836,海程邦达,14.94,+0.01,0.07%,-3.36%,3561622,53230916.0,4.15%,18.77,3.213%,3066214441.0
SH600732,爱旭股份,20.3,+0.01,0.05%,-23.82%,22101394,452117975.0,1.39%,12.204,1.936%,37112363555.0
SH600584,长电科技,28.29,+0.01,0.04%,23.46%,15254827,432522108.0,0.85%,23.178,0.707%,50599988085.0
SH601888,中国中免,90.21,+0.01,0.01%,-57.95%,16743057,1528682583.0,0.86%,37.642,0.887%,186631774359.0
SH600201,生物股份,8.53,0.0,0.0%,-4.72%,6251500,53674368.0,0.56%,39.793,0.703%,9556749498.0
SH600487,亨通光电,12.97,0.0,0.0%,-13.4%,25070358,327396512.0,1.02%,16.216,0.617%,31993548501.0
SH600518,ST康美,1.87,0.0,0.0%,-15.0%,49423413,92829301.0,0.36%,,,25925430710.0
SH600568,ST中珠,1.71,0.0,0.0%,-9.04%,7359600,12592223.0,0.47%,,,3407807155.0
SH600201,生物股份,8.53,0.0,0.0%,-4.72%,6251500,53674368.0,0.56%,39.793,0.703%,9556749498.0
SH603042,华脉科技,15.86,0.0,0.0%,72.96%,15935142,253666784.0,9.92%,,0.076%,2546954862.0
SH600777,新潮能源,2.56,0.0,0.0%,17.43%,102241500,261849334.0,1.61%,6.533,,17409269312.0
SH600339,中油工程,3.41,0.0,0.0%,15.54%,25272180,86805757.0,0.45%,25.081,1.144%,19038532876.0
SH600106,重庆路桥,5.05,0.0,0.0%,2.83%,16526289,83860848.0,1.24%,33.295,0.911%,6711576563.0
SH600909,华安证券,4.76,0.0,0.0%,5.96%,43647445,208154622.0,0.93%,20.053,2.101%,22360876527.0
SH600748,上实发展,3.74,0.0,0.0%,9.21%,15214957,57248110.0,0.82%,11.269,0.535%,6898665216.0
SH603607,京华激光,15.31,0.0,0.0%,22.92%,4248016,65252191.0,2.38%,29.719,4.899%,2733092208.0
SH603928,兴业股份,11.84,0.0,0.0%,11.59%,984300,11745233.0,0.49%,23.58,8.446%,2386944000.0
SH603676,卫信康,10.03,0.0,0.0%,-35.96%,3324300,33548190.0,0.77%,18.478,2.343%,4364669845.0
SH600085,同仁堂,49.8,0.0,0.0%,12.15%,5745362,286319894.0,0.42%,40.926,0.643%,68299219048.0
SH601113,华鼎股份,3.33,0.0,0.0%,-9.76%,6144200,20474861.0,0.56%,66.811,,3676826913.0
SH600637,东方明珠,7.08,0.0,0.0%,8.29%,11852755,84376335.0,0.35%,61.587,1.907%,24174661423.0
SH603213,镇洋发展,10.53,0.0,0.0%,-17.74%,758934,8004808.0,0.49%,20.723,4.103%,4578444000.0
SH600481,双良节能,9.67,0.0,0.0%,-22.07%,12141733,118347990.0,0.65%,11.832,5.171%,18089294297.0
SH600306,*ST商城,10.08,0.0,0.0%,18.59%,575094,5762222.0,0.32%,,,2334275173.0
SH600109,国金证券,9.07,0.0,0.0%,4.73%,27171931,247905398.0,0.85%,22.08,0.441%,33779938942.0
SH605222,起帆电缆,18.85,0.0,0.0%,-30.43%,4936200,93576856.0,1.2%,25.425,0.562%,7881871347.0
SH603505,金石资源,31.0,0.0,0.0%,10.09%,5451254,170765900.0,0.9%,59.554,0.371%,18809597262.0
SH603078,江化微,15.59,0.0,0.0%,-0.88%,4196635,65510138.0,1.27%,55.151,0.346%,6012084696.0
SH603816,顾家家居,38.08,0.0,0.0%,-8.54%,1965280,75019492.0,0.24%,16.966,2.915%,31297629044.0
SH601015,陕西黑猫,4.55,0.0,0.0%,2.63%,29972970,137725215.0,1.47%,,2.198%,9293364257.0
SH600565,迪马股份,1.62,0.0,0.0%,-25.0%,27179276,44170294.0,1.09%,,,4036240180.0
SH600383,金地集团,5.5,0.0,0.0%,-45.29%,89998546,496698129.0,1.99%,4.38,2.473%,24830209646.0
SH600067,冠城大通,2.56,0.0,0.0%,-17.42%,13231687,34021207.0,0.95%,,,3562671972.0
SH603053,成都燃气,9.88,0.0,0.0%,11.27%,1739200,17236260.0,0.2%,17.418,3.036%,8782233200.0
SH600200,江苏吴中,8.0,0.0,0.0%,4.58%,15699195,125617253.0,2.21%,,,5698286656.0
SH600993,马应龙,21.81,0.0,0.0%,-2.18%,2386331,52186560.0,0.55%,19.247,1.605%,9401285363.0
SH601963,重庆银行,7.82,0.0,0.0%,21.08%,3583000,28066617.0,0.52%,5.445,5.051%,27171051231.0
SH601187,厦门银行,5.35,0.0,0.0%,-1.52%,8914125,47741624.0,0.75%,5.225,5.421%,14119334201.0
SH601801,皖新传媒,6.75,0.0,0.0%,32.29%,32752982,219218082.0,1.65%,16.185,2.741%,13427131975.0
SH600549,厦门钨业,16.38,0.0,0.0%,-14.64%,6126797,100548324.0,0.43%,17.857,2.137%,23234361696.0
SH600159,大龙地产,3.15,0.0,0.0%,4.3%,96188700,304685946.0,11.59%,,1.587%,2614510181.0
SH603117,ST万林,3.38,0.0,0.0%,21.58%,530960,1795775.0,0.08%,,,2140028417.0
SH603203,快克智能,22.95,0.0,0.0%,-19.51%,546592,12588620.0,0.22%,23.785,4.34%,5750052893.0
SH600572,康恩贝,4.85,0.0,0.0%,4.8%,44373751,215825256.0,1.73%,18.833,3.093%,12464680997.0
SH600774,汉商集团,9.54,0.0,0.0%,-15.1%,2025500,19371550.0,0.69%,29.925,0.629%,2814609115.0
SH603786,科博达,68.06,-0.01,-0.01%,4.27%,594040,40806998.0,0.15%,52.221,0.735%,27494490858.0
SH600438,通威股份,28.96,-0.01,-0.03%,-18.7%,18475928,538933280.0,0.41%,6.423,9.869%,130377040716.0
SH603301,振德医疗,24.54,-0.01,-0.04%,-33.95%,1506200,37451406.0,0.66%,10.107,3.056%,6538712497.0
SH600605,汇通能源,18.81,-0.01,-0.05%,85.0%,1050100,19836045.0,0.51%,126.007,0.532%,3880172489.0
SH603130,云中马,20.5,-0.01,-0.05%,-24.65%,970980,19889769.0,2.77%,26.649,1.073%,2870000000.0
SH601225,陕西煤业,18.13,-0.01,-0.06%,10.19%,18111552,330301784.0,0.19%,8.315,12.024%,175770350000.0
SH603661,XD恒林股,32.72,-0.02,-0.06%,15.84%,682580,22236081.0,0.49%,11.294,2.995%,4550273254.0
SH600183,生益科技,16.5,-0.01,-0.06%,18.03%,13603620,224463131.0,0.58%,33.729,2.715%,38802568497.0
SH603950,长源东谷,13.48,-0.01,-0.07%,18.69%,2278720,30899566.0,0.7%,28.781,,4369283184.0
SH605368,蓝天燃气,9.77,-0.01,-0.1%,19.34%,1656110,16196692.0,0.67%,11.199,7.308%,6768645019.0
SH603719,良品铺子,20.11,-0.02,-0.1%,-44.96%,2387326,48247217.0,0.6%,24.324,1.258%,8064110000.0
SH605003,众望布艺,19.39,-0.02,-0.1%,11.52%,739900,14374376.0,0.67%,36.971,2.114%,2132900000.0
SH605299,舒华体育,10.21,-0.01,-0.1%,-10.13%,2208584,22547701.0,1.97%,39.72,2.449%,4203140490.0
SH600377,宁沪高速,10.16,-0.01,-0.1%,29.86%,7505058,75959830.0,0.2%,11.693,4.528%,51183514600.0
SH600072,中船科技,17.63,-0.02,-0.11%,48.45%,13226021,234082923.0,1.8%,227.085,0.125%,26559978065.0
SH600273,嘉化能源,8.13,-0.01,-0.12%,4.6%,11152548,91270312.0,0.8%,9.515,8.61%,11397814533.0
SH603122,合富中国,7.78,-0.01,-0.13%,-29.25%,4137200,32259095.0,2.31%,40.149,1.928%,3096849485.0
SH603970,中农立华,15.68,-0.02,-0.13%,-23.58%,1694941,26436791.0,0.63%,18.848,2.506%,4214786101.0
SH600877,电科芯片,15.15,-0.02,-0.13%,10.91%,41161684,629306394.0,4.46%,89.881,,17940131853.0
SH603155,新亚强,23.25,-0.03,-0.13%,-10.13%,390895,9094208.0,0.17%,24.663,4.301%,5244316500.0
SH601198,东兴证券,7.99,-0.01,-0.13%,4.07%,16204910,130031886.0,0.5%,43.495,0.626%,25827239705.0
SH600906,财达证券,7.91,-0.01,-0.13%,5.05%,69200269,550237110.0,5.27%,53.217,0.632%,25667950000.0
SH600338,西藏珠峰,13.91,-0.02,-0.14%,-39.31%,9802726,137415817.0,1.07%,560.372,,12716663437.0
SH600276,恒瑞医药,43.17,-0.06,-0.14%,12.43%,27514540,1192763487.0,0.43%,65.463,0.371%,275381528169.0
SH600719,大连热电,7.08,-0.01,-0.14%,39.37%,10084200,72177086.0,2.49%,63.342,,2864565168.0
SH603801,志邦家居,19.86,-0.03,-0.15%,5.77%,3812224,76397448.0,0.88%,15.53,2.518%,8669839566.0
SH603628,清源股份,12.23,-0.02,-0.16%,-19.85%,2081900,25575822.0,0.76%,17.754,0.654%,3348574000.0
SH603217,元利科技,19.26,-0.03,-0.16%,-36.99%,740392,14303227.0,0.36%,13.541,2.596%,4009777920.0
SH600378,昊华科技,30.74,-0.05,-0.16%,-27.12%,1013114,31163848.0,0.11%,23.857,2.082%,28018704827.0
SH600638,新黄浦,5.63,-0.01,-0.18%,0.14%,4505414,25548083.0,0.67%,59.706,0.462%,3791223905.0
SH600594,益佰制药,5.52,-0.01,-0.18%,-0.18%,7991900,44331438.0,1.01%,,,4371439248.0
SH601878,浙商证券,9.9,-0.02,-0.2%,0.82%,25353488,251874770.0,0.65%,20.887,3.03%,38394088128.0
SH603212,赛伍技术,15.09,-0.03,-0.2%,-52.09%,3958610,60284719.0,0.9%,142.937,0.828%,6639458697.0
SH603968,醋化股份,14.9,-0.03,-0.2%,-28.17%,930599,13968144.0,0.46%,11.224,5.369%,3118793500.0
SH601012,隆基绿能,24.65,-0.05,-0.2%,-40.87%,81609932,2025264429.0,1.08%,10.669,1.623%,186798745579.0
SH600988,赤峰黄金,14.31,-0.03,-0.21%,-20.72%,13657988,195435825.0,0.82%,67.608,,23810571819.0
SH603611,诺力股份,17.96,-0.04,-0.22%,13.68%,2892913,52383685.0,1.12%,10.829,3.174%,4626510206.0
SH600699,均胜电子,18.1,-0.04,-0.22%,29.66%,27953670,510647573.0,2.04%,24.472,0.536%,25497497928.0
SH600791,京能置业,4.36,-0.01,-0.23%,-8.55%,6819282,29924990.0,1.51%,,0.275%,1974556800.0
SH603713,密尔克卫,64.92,-0.15,-0.23%,-44.03%,1098083,72569064.0,0.67%,20.067,0.847%,10671004791.0
SH603235,天新药业,26.07,-0.06,-0.23%,-8.24%,848969,22175568.0,1.94%,20.72,2.723%,11412924600.0
SH603690,至纯科技,26.17,-0.06,-0.23%,-16.74%,4216518,110679609.0,1.09%,32.664,0.42%,10120404041.0
SH601077,渝农商行,4.16,-0.01,-0.24%,26.84%,77998691,323660300.0,0.88%,4.341,6.514%,47245120000.0
SH603228,景旺电子,19.36,-0.05,-0.26%,-2.43%,5977533,116401759.0,0.71%,16.229,2.598%,16298650090.0
SH600084,中葡股份,7.54,-0.02,-0.26%,3.57%,3675161,27712274.0,0.33%,,,8472900298.0
SH603233,大参林,22.9,-0.06,-0.26%,-29.26%,2950441,67753491.0,0.26%,21.051,2.183%,26080858067.0
SH603703,盛洋科技,11.18,-0.03,-0.27%,9.92%,3643451,41068119.0,0.88%,546.901,,4639500102.0
SH600489,中金黄金,10.75,-0.03,-0.28%,34.67%,29288970,315678469.0,0.6%,21.869,2.614%,52108610063.0
SH603076,乐惠国际,28.59,-0.08,-0.28%,-22.16%,1723286,49468301.0,1.43%,226.861,0.28%,3450851425.0
SH600185,格力地产,6.86,-0.02,-0.29%,-34.23%,25038097,173812233.0,1.33%,,1.458%,12931139754.0
SH600884,杉杉股份,13.96,-0.04,-0.29%,-21.75%,12785634,178386079.0,0.73%,15.434,2.156%,31535537157.0
SH600177,雅戈尔,6.86,-0.02,-0.29%,16.88%,9847226,67714858.0,0.21%,7.938,7.289%,31753588395.0
SH603032,德新科技,20.85,-0.06,-0.29%,-66.74%,3619980,76636147.0,1.59%,22.924,,4909261770.0
SH601928,凤凰传媒,10.38,-0.03,-0.29%,37.44%,15172060,156532119.0,0.6%,12.366,4.817%,26416062000.0
SH600026,中远海能,13.16,-0.04,-0.3%,10.35%,20157435,267283944.0,0.58%,15.295,1.14%,62783417358.0
SH603687,大胜达,9.89,-0.03,-0.3%,15.74%,2018800,19959187.0,0.48%,52.785,0.212%,4901834502.0
SH603050,科林电气,16.01,-0.05,-0.31%,45.68%,3688653,59267054.0,1.62%,20.136,2.23%,3635777181.0
SH603566,普莱柯,19.3,-0.06,-0.31%,-27.32%,1836223,35701888.0,0.52%,30.261,3.368%,6811289859.0
SH603583,捷昌驱动,19.46,-0.06,-0.31%,-22.93%,9733779,192521885.0,2.55%,33.193,1.336%,7484959250.0
SH600750,江中药业,18.29,-0.06,-0.33%,30.23%,7633633,138663595.0,1.22%,17.691,6.288%,11512548282.0
SH603989,艾华集团,20.7,-0.07,-0.34%,-18.22%,1937361,40122655.0,0.48%,20.584,1.449%,8296977560.0
SH601698,中国卫通,20.19,-0.07,-0.35%,77.22%,108759516,2217535363.0,2.57%,94.503,0.218%,85290341468.0
SH600055,万东医疗,17.06,-0.06,-0.35%,-12.2%,2767717,47630136.0,0.51%,62.438,0.703%,11994221649.0
SH603918,金桥信息,19.93,-0.07,-0.35%,170.98%,20517376,414121542.0,5.6%,268.462,0.1%,7341479094.0
SH603515,欧普照明,19.81,-0.07,-0.35%,31.18%,1372766,27293155.0,0.19%,16.597,2.524%,14786699753.0
SH601098,中南传媒,11.48,-0.04,-0.35%,20.93%,14597540,166748424.0,0.81%,13.415,5.226%,20618080000.0
SH600486,扬农化工,63.3,-0.22,-0.35%,-19.62%,1671778,106026771.0,0.41%,16.961,1.58%,25723262082.0
SH603226,菲林格尔,5.48,-0.02,-0.36%,11.38%,2738735,15011236.0,0.77%,448.224,0.182%,1948094900.0
SH600535,天士力,13.46,-0.05,-0.37%,27.88%,9306160,125920399.0,0.62%,23.279,2.452%,20185963750.0
SH603536,惠发食品,7.79,-0.03,-0.38%,-2.38%,3159340,24617545.0,1.29%,,,1905763517.0
SH600540,新赛股份,5.22,-0.02,-0.38%,14.47%,16955315,89018163.0,2.92%,,,3034787731.0
SH600299,安迪苏,7.8,-0.03,-0.38%,-3.77%,3007911,23667738.0,0.11%,50.947,1.936%,20918829929.0
SH603387,基蛋生物,10.48,-0.04,-0.38%,-13.49%,1976663,20875436.0,0.39%,15.733,3.817%,5314968858.0
SH601577,长沙银行,7.67,-0.03,-0.39%,18.67%,9380994,72197960.0,0.23%,4.289,4.563%,30845317293.0
SH603520,司太立,14.48,-0.06,-0.41%,-25.09%,3009541,44023997.0,0.88%,,1.381%,4959609974.0
SH603877,太平鸟,17.1,-0.07,-0.41%,-6.43%,1794700,30793888.0,0.38%,26.821,0.877%,8104187713.0
SH603052,可川科技,28.81,-0.12,-0.41%,-12.83%,1121400,32395925.0,3.83%,22.816,1.239%,2774979200.0
SH600829,人民同泰,7.25,-0.03,-0.41%,13.64%,7469900,54443716.0,1.29%,13.468,,4204192328.0
SH605507,国邦医药,19.04,-0.08,-0.42%,-26.13%,1438200,27527903.0,0.48%,15.445,3.151%,10639999440.0
SH600080,金花股份,7.14,-0.03,-0.42%,-8.58%,2389800,17134346.0,0.64%,177.306,,2665149835.0
SH603258,电魂网络,23.84,-0.1,-0.42%,10.74%,3769800,90811635.0,1.54%,41.011,3.461%,5835271504.0
SH603706,东方环宇,15.69,-0.07,-0.44%,19.19%,3693121,58469298.0,1.95%,19.436,4.461%,2971414783.0
SH600367,红星发展,13.14,-0.06,-0.45%,-14.2%,4443952,58438459.0,1.52%,333.507,0.609%,3853128924.0
SH603688,石英股份,92.84,-0.42,-0.45%,-28.71%,5308618,498357613.0,1.47%,7.152,0.942%,33540968378.0
SH600769,祥龙电业,8.82,-0.04,-0.45%,7.56%,19569759,174187969.0,5.22%,247.354,,3307298904.0
SH600551,时代出版,10.93,-0.05,-0.46%,9.62%,1647243,18000097.0,0.34%,13.728,2.287%,5293674119.0
SH600191,华资实业,6.49,-0.03,-0.46%,24.57%,9337667,60413575.0,1.93%,,0.154%,3147208680.0
SH601019,山东出版,8.57,-0.04,-0.46%,42.63%,5088400,43595418.0,0.24%,10.443,4.551%,17884733000.0
SH600150,中国船舶,25.1,-0.12,-0.48%,12.72%,31282748,790579036.0,0.7%,212.123,0.08%,112257961826.0
SH600649,城投控股,4.1,-0.02,-0.49%,5.56%,18875297,78908102.0,0.75%,15.974,2.683%,10371260099.0
SH603365,水星家纺,14.17,-0.07,-0.49%,13.73%,932500,13257603.0,0.35%,10.98,4.989%,3743763595.0
SH600522,中天科技,14.28,-0.07,-0.49%,-11.0%,34085771,490750518.0,1.0%,14.574,0.7%,48736921031.0
SH601512,中新集团,8.2,-0.04,-0.49%,6.2%,2779700,22879299.0,0.19%,8.0,3.927%,12290898000.0
SH603579,荣泰健康,22.46,-0.11,-0.49%,15.19%,920100,20582352.0,0.66%,17.077,2.226%,3121364373.0
SH601990,南京证券,7.99,-0.04,-0.5%,1.99%,15611700,125274129.0,0.43%,39.702,1.252%,29454024662.0
SH605399,晨光新材,13.9,-0.07,-0.5%,-43.2%,1320161,18472931.0,0.42%,14.445,2.216%,4341371710.0
